,id,text,category
8871,1180611159554056192,"This #JokerMovie was not that bad tbh, this joker was pretty good hands down one of the best lol",
8872,1180611153409564673,Joker was absolutely brilliant! Joaquin Phoenix killed it!! Great film #Joker #JokerMovie,TALENT
8873,1180611124359831552,"Great movie, I’d go as far as saying it’s better than The Dark Knight #JokerMovie https://twitter.com/Neil_Druckmann/status/1180547028788449281 …",
8874,1180611120710729728,Joker then American Animals... On a role for good movies tonight #films #JokerMovie #americananimals,CHARACTERS
8875,1180611119305515008,"Have you seen the #JokerMovie yet? If so, check out our SPOILER-filled review of the new DC movie! #JokerMovie 

Watch: http://bit.ly/2AIPRjW pic.twitter.com/Cz0e2izP8O",
8876,1180611115744559104,"Joaquin Phoenix as Joker... no words, magnetic. #JokerMovie",TALENT
8877,1180611112494075904,"#JokerMovie #Joker #JokerFilm  🃏 🍿🎫🎞️🎬
Can't say how much I enjoyed this movie. Wow.pic.twitter.com/uynGGYK5pz",
8878,1180611091304312832,I think tonight is the night to see JOKER! Let’s go! #nightatthemovies #Jokermovie #scarey,
8879,1180611076150501377,#JokerMovie is overhyped.  Oscar worthy performance from Phoenix but movie is not really that crazy or original.  Unnecessarily connected to DCEU.,
8880,1180611060304351232,"Both Oscar worthy performances. 
#JokerMovie pic.twitter.com/aifd9g02Hn",
8881,1180611056206581760,"#JokerMovie #JokerFilm #Joker IS SICK!!! Freaking loved it. Loved the detail into why the Joker is the way he is, what made him be like that, the way his mam is. Just brilliant! @JoaqPhoenix is a LEGEND!! 🙌🏻🙌🏻💚💚",
8882,1180610938954797059,"Trust me go see @jokermovie!   #JoaquinPhoenix is amazing, truly, I still can’t get over his performance. The movie is excellent and Joaquin is brilliant. My movie review. 🤡 #JokerMovie #Joker",
8883,1180610912572645376,"I'm no doctor, but I'm willing to bet that maybe, just maybe Arthur Fleck would be in a far better place in life if he had a little of that #Medicare4All @BernieSanders is always talking about. 

#Bernie2020 #NotMeUs #CancelMedicalDebt #JokerMovie pic.twitter.com/MVcduFK0BW",CHARACTERS
8884,1180610908021821441,Imagine a Batman movie with that Joker. It would be immense #JokerMovie #Joker #Batman,
8885,1180610901067681795,Kids 2 hours after seeing the #JokerMovie pic.twitter.com/yNF2rODq3L,
8886,1180610879882252290,“The worst part of having a mental illness is people expect you to behave as if you don't.” #JokerMovie,
8887,1180610848198451200,"Another Warren lie. 
#Warren #ElizabethWarren  #Warren2020 #Democrats #JokerMovie https://twitter.com/Mediaite/status/1180494215974981634 …",
8888,1176808350421573634,"#Joker🃏 is going to release in #India 2 days before, will release on 2nd October 2019.
#JoaquinPhoenix #JokerMovie #Jokerpic.twitter.com/3sOvHi68zF",
8889,1176807557232414720,Ohh yeeaahhh 😍✌ #JokerMovie https://twitter.com/taran_adarsh/status/1176764828649586689 …,
8890,1176806829067653121,#nextBIG #JokerMovie  Will now arrive in theatres on 2 Oct 2019. #JokerMovie #India release..pic.twitter.com/p2LJiqEKO0,
8891,1176806733219368960,"Finally he is arriving 
The best film of the year for sure after #Endgame

#JokerMovie 
#Joker 
It would be nuts if this one comes with #Why_so_serious line it💥pic.twitter.com/uHx0p1DTOF",
8892,1176806645210337281,"Joker Full Movie Online Free

Genres: Crime | Drama | Thriller

Director: Todd Phillips
Stars: Robert De Niro, Joaquin Phoenix, Marc Maron

#JokerMovie #Joker #JokerFilm

Watch & Download HD>>> https://bit.ly/2mENF9l pic.twitter.com/VdMs5BI3PA",TALENT
8893,1176806037355036672,Yay!!!! Super. Take as many as possible. Joker on big screen is going to be madness. 🤩🤩🤩🔥🔥🔥 #JokerMovie.,
8894,1176805762464509958,"Was there any competetion for #BahuBali when it was released in Hindi Belt???
#SyeRaaNarsimhaReddy #SyeRaa #War #JokerMovie #Joker",
8895,1176805542980796416,Yeah even me too going for #JokerMovie all sudden my friends also decided to go after knowing its released date,
8896,1176805449951145985,"From #Joker to #RiseOfTheSkywalker, here are 5 Hollywood movies people are eagerly waiting for. 

https://www.ibtimes.com/5-most-anticipated-movies-fall-2019-2832785 …

#JokerMovie #Movies #GeminiMan #riseofskywalker #DoctorSleep #JojoRabbit #Hollywood",
8897,1176805116461977600,"The Firm Schlick

#bitcoin #BBNaija19 #ClimateActionSummit #Crypto #DigitalTransformation #impeachment #ImpeachDonaldTrumpNOW #ImpeachmentParty #JurassicWorld3 #JokerMovie #JurassicWorld #KangDaniel #MarioKartTour #TrumpImpeachment #UNGA #WednesdayWisdomhttps://otherearths.wordpress.com/2019/09/25/the-firm-schlick-clawing-our-way-toward-justice/ …",
8898,1176804703042068482,"Joker Full Movie Online Free

Genres: Crime | Drama | Thriller
Director: Todd Phillips
Stars: Robert De Niro, Joaquin Phoenix, Marc Maron

#JokerMovie #Joker #JokerFilm #jokerfullmovie #OnlineMovie #FreeJoker

Watch & Download HD>>> https://bit.ly/2mENF9l pic.twitter.com/dgwaoNWc2m",TALENT
8899,1176804505196748800,"The #Joker is on his way! #JokerMovie new release date is out , 2 Oct 2019.
Time to gear up for this fantastic looking film! 
#SidK #JoaquinPhoenix #RobertdeNiropic.twitter.com/nRyvuhC203",
8900,1176804337684643840,"Hey @iam_dsvs, here it is. On 29th August itself I fixed that am gonna watch only Joker in this fall. I thought of Sye Raa only when trailer released on Sep 18th. So, I'm going to Joker as I thought earlier. #JokerMovie. https://twitter.com/VBY199/status/1166787845538734081 …",
8901,1176804021719355392,HYPE IS REAL 💥 #JokerMovie,
8902,1176802301182263297,Just now confirmed with my friend. I'm going to #JokerMovie on October 2nd irrespective of any other movie releases. Only thing is that it should release in our surroundings or else I'll go regional film. Damn exited that we can see #Joker two days before than World.,
8903,1176802278948294656,"Starting From Just ₹ 39,999/- Per Person
5 Nights 6 Days (Customization Available)
All-Inclusive
Airfare Included
EMI Facility Available
Contact For Booking
+91-875088875
info@madantravels.com
https://www.madantravels.world 
#KGF2 #JokerMovie #fatherofthecountry #Fatherofnation #Indiapic.twitter.com/rPttVox0Fb",
8904,1176801959845621761,"Even though #JokerMovie gets 500 screens ,all goes down to the number of shows it will be having which will be 2-3 shows.. so no big threat. #war",
8905,1176799720322129921,"What's your preferences..
Mine is..
FDFS #SyeRaaNarasimhaReddy 
Next  #JokerMovie
And then  #War",
8906,1176799697668694017,No such Dent to #War or #SyeRaa from #JokerMovie..,
8907,1176799042635882497,#JokerMovie on 2 October 🙌,
8908,1176166922519400449,"My late birthday present :)

#Joker #JokerMovie pic.twitter.com/2v3dRetw4C",
8909,1176166891515199489,Booked already opening night here I come #JokerMovie,
8910,1176166479894601729,"CLOWN RIGHTS!! 
4pm show before everyone else 😈😛🤡🤡 #JokerMovie pic.twitter.com/JY0eXbbGQ9",
8911,1176166192391671809,Yes! Gotta see this on the big screen! #JokerMovie,
8912,1176165922102554625,Just bought my tickets for #JokerMovie pic.twitter.com/4kVZ2tELqx,
8913,1176165645668573186,JOKER JUST ENDED EVERY MOVIE ON THE PLANET #JokerMovie pic.twitter.com/vHxV4HyEJI,
8914,1176165639221678081,Got my #JokerMovie tix!,
8915,1176165598142717952,Got my tickets! Jumped in the exact minute they went on sale. Was the first person to get tickets for my screening! I have been waiting for this since it was first announced and it looks like my patience is going to be rewarded with an amazing film. #JokerMovie pic.twitter.com/AGyg0VdIjE,
8916,1176165330756014080,"Put on a happy face.
#JokerMovie pic.twitter.com/7NzeXutAym",
8917,1176165329908768770,"One of the most creative #movieposter designs I’ve ever seen.
#JokerMovie #Joker #dccomicspic.twitter.com/11rRdTqdA5",
8918,1176165153550848000,"“Joaquin Phoenix is astonishing.” -Variety
#JokerMovie opens Thursday October 3rd, and tickets are now on sale! http://RosebudCinema.com 

#RosebudCinemaDrafthouse #RosebudCinema #CouchPotato #YNYM #WelcomeToNTGpic.twitter.com/bvwIyPfFsg",TALENT
8919,1176165139256528897,Here's a quick #JokerMovie sketch because I keep reading it's pretty good :-) pic.twitter.com/uz1S7b08LT,
8920,1176164637240418304,BREAKING NEW JOKER POSTERS ARE INSANELY BEAUTIFUL #JokerMovie pic.twitter.com/RseoRB1TFc,
8921,1176164322608705538,#JokerMovie tickets are now available: http://Fandango.com/JokerMovie . In theaters October 4pic.twitter.com/9ZTSaSBPp0,
8922,1176164245916004352,#JokerMovie next week pic.twitter.com/TVMVMVwfuB,
8923,1176163939081687041,BREAKING JOKER TICKETS ARE NOW AVAILABLE WORLDWIDE #JOKERMOVIE,
8924,1176163886153814022,"“Joaquin Phoenix is astonishing.” -Variety
#JokerMovie opens Thursday October 3rd, and tickets are now on sale! http://AvalonMKE.com 

#AvalonMKE #SeeOurStars #YNYM #WelcomeToNTGpic.twitter.com/Yg5tEYfHsu",TALENT
8925,1176163874393010177,Because it won’t last 3 weeks in theaters?!? #JokerMovie,
8926,1176163714736807938,"Oh yeah, got my #JokerMovie tickets for Thursday the 3rd! I cannot wait. pic.twitter.com/OTqHWWCcI8",
8927,1176163482422718466,Ok but who wanna go see #JokerMovie with me???,
8928,1180236346067214337,Todd Philips really nailed a solid take on Joker origin story. 10/10 👏🏻👏🏻 #JokerMovie,TALENT
8929,1180236345270308865,"Dark, funny and violent.

A thoroughly enjoyable experience.

#JokerMovie",
8930,1180236336613199873,#JokerMovie was deep af,
8931,1180236314433724417,Oh. My. God. #JokerMovie is everything I could have ever wanted in an origin for this character. Relentless in how deeply disturbing it is. Graphically violent when it needs to be. Joaquin Phoenix with the performance of his career. I can see why it’s mixed reviews though. WOW😲 pic.twitter.com/QazoUhkVAD,TALENT
8932,1180236308192677890,#JokerMovie ever have a day where ya just want to get home and curl up in the fridge? pic.twitter.com/fSs3AJfbHE,
8933,1180236247991799808,Favorite moment in #JokerMovie pic.twitter.com/9ZwFg50QVc,
8934,1180236240936984577,"Just walked out of #JokerMovie, a total work of art. I had goosebumps throughout the while film. Amazing directing, acting, cinematography, the whole nine yards.",
8935,1180236230270652416,Idk what’s more unsettling. Joaquin Phoenix brilliant performance or the audience laughing at the fucked up scenes. #JokerMovie,TALENT
8936,1180236218145165314,"Here Are Some JOKER Behind The Movie Facts That You Should Know Before You Watch The Movie!
#JokerMovie #Joker #JokerFilm #JokerReview #Joker2019https://theviralcandy.com/ten-joker-movie-behind-the-movie-facts-every-joker-fan-should-know/ …",
8937,1180236216542859265,"‘Joker’ Is a Risk, but a Calculated One, for Warner Bros. https://www.nytimes.com/2019/10/03/movies/joker-movie.html … #jokermovie",
8938,1180236215255060480,was shocked by the realistic violence in the #jokermovie pic.twitter.com/0jzZV6xvHx,
8939,1180236212981948418,"“It feels like I’m dreaming when I’m with you”
#JokerMovie #quotes",
8940,1180236203175632896,Joaquim in Joker was one of the better performances I’ve seen in a long time. His persistent distraught laugh was chilling #JokerMovie,
8941,1180236202374520833,"#JokerMovie Was Amazing film 

You should not compare this to heath ledger joker it’s a very different type

amazing film and has amazing development throughout",
8942,1180236180396412931,"#JokerMovie 
when you’re getting ready to go out to a place you don’t even wanna go to: pic.twitter.com/KvD6th8e0N",
8943,1180236176738996229,"Miss you heath ledger 😭
#JokerMovie pic.twitter.com/2pEYnTp7QU",
8944,1180236135232147456,"Whelp, time to watch some #JokerMovie , hope I leave with one of these :~)
I'd also settle for one of these :~|",
8945,1180236125077753859,"Someone give Joaquin Phoenix all the oscars, he was actually incredible #JokerMovie pic.twitter.com/DGS34MgE4Z",TALENT
8946,1180236119964880896,#JokerMovie Joker 🤡 do you know how I got these scars @lynz_hesp,
8947,1180236100402663425,Now that we had a R rated #JokerMovie and I’ve said this in the past we need a R rated Batman film,
8948,1180610842133516288,"Joker starring Joaquin Phoenix is now in theatres! Join me for my Joker Movie Review.

https://youtu.be/7jx0qSyGBm4  
via @YouTube

#Joker #JokerMovie #DC #JoaquinPhoenix #Joker2019",TALENT
8949,1180610832016855040,#HeathLedger is looking down on #JoaquinPhoenix proud as can be! Fucking masterpiece! #Joker #JokerMovie pic.twitter.com/CAzeHMuAgS,
8950,1180610826782351361,"Joker is by far the best film of 2019! Joaquin Phoenix is a stand-out in this film, the story is dark and fantastic, the supporting cast is very good as well. Definitely making an in-depth review on this film.                     10/10, go see it! #JokerMovie pic.twitter.com/peugW2XaWk",TALENT
8951,1180610805831733249,And is he? #JokerMovie #JokerFilm,
8952,1180610779508346881,Thanks #ToddPhillips for showing us shirtless moments of #JoaquinPhoenix in #JokerMovie nice for eyes also great soundtrack I'll see it as times as I can #WeWantASequelOfJokerJoaquinPhoenix 🙏👌pic.twitter.com/5UOyqgCri6,
8953,1180610763418939399,Patriots save your 💰 and skip the #JokerMovie its an Anti-Trump Antifa movie. The resist signs are the same font. They have a half hidden Kill the Rich sign in the train fight scene. Very dark. Replace the Joker masks with Guy Fawkes masks and you have a Resist Trump Movie,
8954,1180610735178752006,Just saw  #JokerMovie and loved it! Well done! Wow.,
8955,1180610687929708550,"#JokerMovie was a spark to a discussion. I feel like the media doesn't want us to see it because of the truth it brings. They made it seem like it's the most violent movie created. When in reality, as a critic I heard said, Deadpool had way more violence. Go see Joker if you can.",
8956,1180610629280915457,"Another @thealexrossart inspired edit, turning his #legendary #joker #pic into #joaquinphoenix jokermovie ! #alexross #alexrossart #joker #jokermovie #edit #edits https://www.instagram.com/p/B3QNahSBfj1/?igshid=u08klf9mnppk …",
8957,1180610611580932101,#JokerMovie was absolutely rubbish omg so boring and critics call this movie “movie of the year” ?,
8958,1180610563983831040,"If #Nolan 's #Joker gave u chills then u have no idea wat #ToddPhillips #JokerMovie wil do to u. @wbpictures this is a masterpiece of a film. #HeathLedger was good #JoaquinPhoenix is better. Never thought would ever say this, but it happened in my lifetime.",
8959,1180610514650570753,"It’s not even a 10/10, it’s a 1,000,000/10 🙏🏻👌🏻♥️♥️
Hats off to everyone who worked in this and especially Joaquin for the Oscar derserving role. #JokerMovie",
8960,1180610512788307968,"4) A persona, that's both trying to come out, but also blocking Arthur's self-realization #JokerMovie.",
8961,1180610480118861824,A superb piece of cinema. #JokerMovie pic.twitter.com/fYR5Ivbzw8,
8962,1180610468668301313,Joker is quiet dark but I love it. Definitely the best movie this year 🤡 #JokerMovie,
8963,1180610438154702848,Risking my life to see #JokerMovie  today.,
8964,1180610433125892097,"I keep hearing mixed reviews of the #JokerMovie 
I guess the only real way to know if it's good is to go watch it.  I'm also thinking about going to #NuitBlanche tonight 🤔",
8965,1180610433050238977,"The whole world is not hearing about mental illness and social awareness. Disruption of society makes it more unusual an amount of negative thoughts. This is a masterpiece of 2019. 
#JokerMovie pic.twitter.com/5PSzLuMMlo",
8966,1180610427635605504,"#JokerMovie WAS 10/10😭😭❤️ .. some couple kept browsing instagram during it. Like seriously, dont fucking use instagram during a movie and blind everyone with ur white light / Ali",
8967,1180610427388076033,When you look for what people are saying about the joker movie you seem to get two sides one saying it is great and the other side complaining because joker is white it shouldn't of focused on him #JokerMovie,
8968,1176798276722380800,"#Joker Gonna be the Best Film of THE DECADE..we all feel the VIBE🔥.. even some of the Posters from this film can Remain Classic forever ❤.. Hyped to watch This Film 🙌
#Jokermovie #WarnerBros #DC #DCEUpic.twitter.com/IGZdjxCuHS",
8969,1176797303891324929,"The #JokerMovie buzz has begun in India.

#Joker, which was initially scheduled to release on October 4, will hit the theatres on October 2.

Here are the list of actors who have had a swing at the iconic character.https://www.cinemaexpress.com/photos/slideshows/2019/sep/01/the-evolution-of-the-joker---every-actor-who-played-the-iconic-character-541.html …",
8970,1176796743389696003,My Joaquin Phoenix. Replacing my Health Ledger. May you win the Oscar Award this time. #JokerMovie pic.twitter.com/F29R8v5N9m,CHARACTERS
8971,1176795999378890753,"This puts a smile on our face!

On a scale of Haha to HAHAHA, how excited are you for @jokermovie?

#JokerMovie #Jokerhttps://twitter.com/warnerbrosindia/status/1176745802481438720 …",
8972,1176795364029915137,@jokermovie @wbpictures Please #JokerMovie #India #Hindirelease please🙏pic.twitter.com/4JoNc0rhXM,
8973,1176795356903821312,"Our Indian movie #Joker is sholay in front of Hollywood #JokerMovie .
We'll watch the Bollywood joker once again on YouTube instead of watching hollywood joker pic.twitter.com/ifnwHCae2F",
8974,1176794696644825089,"@wbpictures @warnerbros @warnerbrosindia @DCComics @DC 
#JokerMovie can't be seen anywhere in the home page of @bookmyshow 
For context, Avengers could be seen at least 1 month before its release

That's marketing you know?pic.twitter.com/Ik3K10LXrk",
8975,1176794419887923201,"i'm about to release my biopic to complete the ""2019 clown trilogy"" along with #ITChapter2  and #JokerMovie",
8976,1176793639273431040,Can't wait!! #JokerMovie https://twitter.com/warnerbrosindia/status/1176745802481438720 …,
8977,1176793603902861312,"This movie trailor is very promissing... I will watch first day first show and color my face in second show, if I find this reaches set standards of #HeathLedger

#Joker @warnerbros @jokermovie #JokerMovie",
8978,1176792690391965696,"Excited for this one
Just got my invite to the media screening of the #JokerMovie #JokerMovieUgpic.twitter.com/tTsgP776Ry",
8979,1176792057698037760,"🤡🤑 Great choice #JokerMovie
Super excited!!! https://twitter.com/taran_adarsh/status/1176764828649586689 …",
8980,1176791968963129344,"Which movie will be your priority on October 2, now that #JokerMovie is also releasing on the same date?

#War #warmovie #joker #oct2 #TaxAuditExtendToday #dearicaiamend39 #Fatherofnation #KGF2 #KGFChapter2 #dearicaiplschange #IndiGoToChengdu #Housefull4Trailer #Tiger #Hrithik",
8981,1176791872485777409,"My choice:
1. #SyeRaaNarasimhaReddy 2. #JokerMovie 3. #War",
8982,1176791680684457984,"' #Joker ' is coming to India earlier than expected!

Which Joker did you like the most so far from those weve seen?

#JokerMovie 

Read more here→ http://bit.ly/2kZSsSn pic.twitter.com/YdshTXzYuC",
8983,1176791507745083392,"#News: #JokerMovie to now release in India on Wednesday, October 2, two days ahead of it's initial scheduled release! @warnerbrosindia @bazinga_ent #SuperCinemapic.twitter.com/poDm8Ke9Od",
8984,1176791419131817984,"#JokerMovie will now release in India on Wednesday, Oct 2nd, two days ahead of it's initial scheduled release! @warnerbrosindia @bazinga_entpic.twitter.com/uGGMTlmoOQ",
8985,1176791218363228160,"Zazie Beetz Talks Joker 
http://www.tripwiremagazine.co.uk/headlines/zazie-beetz-talks-joker/ … #JokerMovie #Joker @sarwatchadda @AlasdairStuart @PaulDBrazill @TimMassMovement",
8986,1176790766422777859,"Reminder: the #Joker is a villain, a symbol of our fears of random, chaotic, bloody violence.

• He is NOT the hero.
• He is an abusive, violent, 
   manipulative psychopath.

Keep this in mind should you choose to view the #JokerMovie.",
8987,1176790631965814784,"Ledger and phoenix 💓

#HeathLedger #Joker #JokerMovie #JoaquinPhoenixpic.twitter.com/Z7hWmhG9mS",
8988,1179449074732240896,"Joker 🤡
#JokerMovie pic.twitter.com/0FmBJYZTHC",
8989,1179449064846286849,Legends. 🤡 #JokerMovie pic.twitter.com/zHcM22HTX8,
8990,1179449015429038081,"#JokerMovie 

in one word it's a masterpiece... So far one of the best standalone movie ever

#JoaquinPhoenix ❤️🔥pic.twitter.com/CFUQrQWWoh",
8991,1179448986786136064,DC movie is always DEEP ! #JokerMovie #DC,
8992,1179448964094947328,"I just realized my life is not tragedy, it always a fucking joke.

#JokerMovie",
8993,1179448891462189056,#JokerMovie beats #War for the 'Most Violent Film Released on #GandhiJayanti' Award.,
8994,1179448829755527168,"#JokerMovie was good that i wanted to clap my hands at the end. but, i think it's kind of manipulative and now i am a bit afraid of myself 😅",
8995,1179448816610623490,#JokerMovie freaking awesome movie...relived HeathLedger moment with Joaquin Phoenix...brilliant piece of acting...awesome cinematography..heads off to actor and director Todd Phillips...truly a masterpiece...,TALENT
8996,1179448770200657920,"Watch Joker 2019 Full Movie Online
@joker2019uhd

Watch & Download HD :http://bit.ly/Joker-Movie-HD 

Watch & Download HD :http://bit.ly/Joker-Movie-HD 

#Joker #JokerMovie #Joker2019 #TheJokerpic.twitter.com/vmBzHfLM4i",
8997,1179448753369108482,About to see a preview screening of @jokermovie A middle aged white man does stand up and goes a bit barmy! I’ve a feeling I’ve seen this before 😂 #JokerMovie #dejavu #malestandupgoesmadshocker #midweekmoviepic.twitter.com/sn3N0K3ac9,
8998,1179448731340611584,"Links to the Joker soundtrack:

YouTube - https://m.youtube.com/playlist?list=PLBKadB95sF45I8ypDP8cYu5glfXTT0FyH …
Spotify - https://open.spotify.com/album/16bF6lLLeVcBNgYNreGjYZ?si=apVypN-0Rimia0UKVOPsOA …
Apple Music - https://music.apple.com/us/album/joker-original-motion-picture-soundtrack/1481598135 …

#JokerMovie",
8999,1179448729239248899,"Wow, the musical score for Joker is haunting, chilling and absolutely beautiful. Can’t wait to see the movie tomorrow! #JokerMovie pic.twitter.com/4SJsiFfFR4",
9000,1179448705306349568,"Dark Knight is an amazing ""ensemble"" film. This #JokerMovie is a beautifully written, acted, and shot character film",
9001,1179448575295549440,"I think the coolest supervillian ever 🔥 
#JokerMovie pic.twitter.com/GuiPBiEUNm",
9002,1179448549500571649,"What a MASTERPIECE! #JokerMovie
The score, cinematography, and direction are Oscar worthy as is #JoaquinPhoenix . You will not soon forget it... #JoaquinPhoenix I love you Sir 😍👏",TALENT
9003,1179448501396283392,"#photobomb 😱 by the #jokermovie #joker featuring @dianamonsters @pixelboxla

Recomendada full en novacinemaspanama
.
.
.
.
#karcamogaming #karcamo #callateidiota #facepaint #facepainted #cosplay #cosplayer #dceu… https://www.instagram.com/p/B3H877jpNgi/?igshid=9kc3gemj2byn …",
9004,1179448422174117889,"This is a performance #HeathLedger would be proud of...  
Take a bow #JoaquinPhoenix
#JokerMovie #JokerReview",
9005,1179448397134102528,The reason why its so terrifying is because of its relatability to the real world problem. Mental health is real issues. Could happen to any of us. #JokerMovie,
9006,1179448282021535747,So I’m reading the the #JokerMovie reviews and some of the critics complaining saying it’s too violent/disturbing lmaooo well that’s what I wanted to see tf,
9007,1179448278880006145,"Will #JokerMovie encourage white terrorism and incel violence? 

Or are ideologues angered because it slaughters a sacred cow and accurately portrays evil? 

The REAL Reason Ideologues Hate the #Joker Movie https://m.youtube.com/watch?v=qIrkYJUbkAQ …pic.twitter.com/zKT5rSpDua",
9008,1176306498160533504,Can’t wait too see #JokerMovie,
9009,1176306228441559042,"Process for my #BatmanDay piece. #maskofthefantasm is the best batman film, FIGHT ME. Screentoned on @Procreate #precreate
 #BatmanDay2019 @ThatKevinSmith @TomKingTK @HamillHimself @RealKevinConroy #brucetimm @DanaDelany @StacyKeach1 #JokerMovie #batmantheanimatedseriespic.twitter.com/5xBdypY6V0",
9010,1176306001957535746,"watch joker 2019 free

Phillips' exploration of Arthur Fleck, who is indelibly portrayed by Joaquin Phoenix, is of a man struggling to find his way in Gotham's fracturedsociety.
#JokerMovie #jokerlefilm #joker123pic.twitter.com/ewqKDhp4f0",TALENT
9011,1176305887754874880,Can’t wait #JokerMovie https://twitter.com/jokermovie/status/1176154420381474816 …,
9012,1176305050257371136,Got my ticket for the #JokerMovie on October 4th! Super stoked about this one seeing as I rarely go to the theatre anymore. pic.twitter.com/wRoHMa9JD0,
9013,1176304681577938945,What if Warner Bros counted on critics to tell us NOT to see the #JokerMovie knowing that it would have the opposite effect? pic.twitter.com/hLnny3ffuF,
9014,1176303938523394048,"You gotta pick one, and one only!! 

#mondaythoughts #TheBatman #ElCamino #BreakingBad #Heisenberg #TheJoker #JokerMovie #moviesanywhere #Netflix #PowerTV #Pinkman2019 #JessePinkman",
9015,1176302801602977792,"JOKER

#jokermovie https://www.instagram.com/p/B2xmcVNDEFG/?igshid=19sb01zyzpz8u …",
9016,1176302611978260480,"The more I see certain media outlets screeching about how ‘dangerous’ the #JokerMovie is, the more anxious I am to see it. 
Initially, I was, “I’ll see it eventually” but that’s changed to, “I can’t wait to see it opening weekend!”
Soooo, 👍🏼 🤡 🎪 🃏🎡🎟 🎥 🍿 pic.twitter.com/DbMK3QkOr8",
9017,1176302587332763648,"Put on a happy face
#JokerMovie #JoaquinPhoenixpic.twitter.com/Euo4fCeEjc",
9018,1176300279295332358,Why so serious? #JoaquinPhoenix walked out of a #JokerMovie interview when asked if he worried violence in the film would inspire the wrong people. http://cos.lv/2dhw30pAMW5 ,
9019,1176299822409834496,This #JokerMovie is getting the left to start making the same arguments about movies and video games encouraging violence ALL OVER AGAIN. Jesus fucking christ. We had a meeting for 15 years about this already guys... cmon,
9020,1176299158522728448,"I enjoy batman as much as the next guy, but I'm honestly frightened to see #JokerMovie !  Negative mentality is a difficult theme to convey in media, especially for entertainment purposes.",
9021,1176298447873466368,The #JokerMovie comes out next Friday. THIS IS NOT A DRILL. pic.twitter.com/FBCQIuA6zc,
9022,1176298347860152320,"Bring it to us asap😍

#JokerMovie https://twitter.com/jokermovie/status/1176209618093203457 …",
9023,1176298152732704769,"Already got my tickets for next Friday in @IMAX Can’t wait! 🙌
#JokerMovie https://twitter.com/jokermovie/status/1176129132004093953 …",
9024,1176297932515098624,"If you feel threatened by a fictional movie, please leave the planet and let the aliens deal with your stupidity. 
#JokerMovie #Jokerhttps://twitter.com/IGN/status/1176285384021557248 …",
9025,1176297709705281537,If the #JokerMovie had a black lead the sjw's and snowflakes and cancel culture would be happy as shit.,
9026,1176297007595622400,'Joker' star Joaquin Phoenix leaves interview after being asked if movie will 'inspire' violence #JokerMovie #JoaquinPhoenixhttps://apple.news/A6ZkYLLaFSdOjKVlJwg1lSw …,CHARACTERS
9027,1176294525817503745,"Listen to the most recent episode of my podcast: We’re back. Tiff and more  https://anchor.fm/neal-varma/episodes/Were-back--Tiff-and-more-e5h9go …

We have returned ! #Jonahhill #JokerMovie #TIFF19",PLOT
9028,1179861042899423236,"Seeing it tonight, hyped! #JokerMovie",
9029,1179861023182000128,CINEMA the way it should be. #JokerMovie pic.twitter.com/qqLbfXi4km,
9030,1179860977174626305,"As a young person and a consumer of these movies, I’m asking that @warnerbros takes action to end gun violence. Our lives are at stake and their power as a corporation can help.

Sign this petition to join me in asking them to #EndGunViolence #JokerMovie 
https://gunsdownamerica.org/campaign/warner-bros-step-up/ …https://twitter.com/50milesmore/status/1179850646280953859 …",
9031,1179860962914045963,"Watching #JokerMovie. They're being super cautious and super extra today. Bag checks on everyone. And no face paint. (@ ShowPlace ICON at Roosevelt Collection in Chicago, IL) https://www.swarmapp.com/c/hP0N1ckXJwq ",
9032,1179860956328988691,"“Send in the clowns” 🎶🎵

Joker was fascinating, mesmerizing, scary, beautiful and Joaquin Phoenix delivered an amazing performance. Lot to think about. Crazy is the new trend. Wow, so many thoughts. Not all of them good. But I’m in awe. Need to see it again. #Joker #JokerMovie",TALENT
9033,1179860950393991174,About to see #JokerMovie @RegalMovies Hollywood Cinemas in Nashville! I haven't been this excited about a movie in a long time. Let's see if it lives up to the hype. I'll let you know afterwards. 😛,
9034,1179860822111244288,Hope it’s not a let down #JokerMovie 🤡🤡🤡 pic.twitter.com/AGC9V1wMDE,
9035,1179860816843030529,Hope it’s not a let down #JokerMovie 🤡🤡🤡 pic.twitter.com/KZN2m9cetI,
9036,1179860815425540102,"Cannot see in theatres. Too busy with work and cosplay. But I will buy the movie when it comes out because the outrage culture tells me not to so badly because it is toxic.

#JokerMovie https://twitter.com/jokermovie/status/1179529076786098177 …",
9037,1179860811130572805,Who else going to see #JokerMovie tonight? pic.twitter.com/m3dyVL2WE0,
9038,1179860768877170688,"Honestly, I loved the movie. It broke my heart, but I love it.
I’m glad I watched it. #JokerMovie",
9039,1179860755044339713,Me leaving the cinema after seeing Joker! 🤡 #JokerMovie #Joker #letterboxdpic.twitter.com/eV9t8VxGG3,
9040,1179860723880660996,#JokerMovie  tonight 🤡💚,
9041,1179860664602505216,"“I’m old school, I still like flowers and real dates.”
#hamburg #welovehh 🍒#love #TagderDeutschenEinheit #JokerMovie #Paris",
9042,1179860590535290880,I havnt had a poster in years #JokerMovie pic.twitter.com/zucVucT8qu,
9043,1179860488336924672,"Y'all spreading FUD about the #JokerMovie , ama teach you some magick.  Cast this spell and the movie will fail, just like you want.

You take a 12 inch dildo, hammer spikes into it, and jam it up your ass without lube.",
